bion_id,Properties,property_type,property_of,Organism,value,min_value,max_value,Units,standardized_value,standardized_min,standardized_max,category,original_value,original_range
105425,Genome size of chloroplast (smallest genome of a photosynthetic eukaryote's plastid),Genome size,chloroplast (smallest genome of a photosynthetic eukaryote's plastid),Chlorarachniophyte Bigelowiella natans,69.2,,,kbp,69.2,,,Cell organelles,69.2,
107014,Diameter of grana stacks,Diameter,grana stacks,Chloroplast,,0.3,0.6,Î¼m,,3e-07,6e-07,Other,,'0.3 to 0.6
103099,Width of light and dark bands in thylakoid membrane,Width,light and dark bands in thylakoid membrane,Chloroplast,1.0,,,nm,1e-09,,,Cell organelles,1,
107012,Size of chloroplast (lens-shaped organelle),Size,chloroplast (lens-shaped organelle),Chloroplast,,,,Î¼m,,,,Cell organelles,,'~5Î¼m diameter: ~2.5Î¼m width
114965,Cell volume,Volume,cell,Ciliate Tetrahymena pyriformis,17067.0,,,µm^3,1.7067e-14,,,Cells,17067,
112829,Length of rumen ciliates,Length,rumen ciliates,Ciliate spp.,,20.0,200.0,µm,,1.9999999999999998e-05,0.00019999999999999998,Other,,'~20 - 200
115727,Mesh size of filter through which bacteria is inhaled,Mesh size,filter through which bacteria is inhaled,Cladocera Bosmina longirostris,,0.43,0.97,µm,,4.2999999999999996e-07,9.7e-07,Other,,'0.43 - 0.97
117185,Diameter of lens of ocelii (simple eye),Diameter,lens of ocelii (simple eye),Cockroach Periplaneta,,,,mm,,,,Other,,'~0.7
100930,mitochondria volume share in the cell,mitochondria volume share in the cell,,Cod,,1.0,25.0,%,,1.0,25.0,Cell organelles,,'1-25
105015,Homology length in gene-targeting cassette,Homology length in gene-targeting cassette,,Corn Zea mays,1.53,,,Kb,1.53,,,Other,1.53,
105368,Average gene length,Length,average gene,Corn Zea mays,4.2,,,kbp,4.2,,,Other,4.2,
105520,Genome size,Size,genome,Corn Zea mays,2400000000.0,,,bp,2400000000.0,,,Other,2400000000,
105972,Length of centimorgan,Length,centimorgan,Corn Zea mays,1460.0,,,kb,1460.0,,,Tissues & organs,1460,
106535,The particle volume and estimated particle dimensions of corn seedling chloroplasts,The particle volume and estimated particle dimensions,corn seedling chloroplasts,Corn Zea mays,,,,,,,,Cell organelles,,'Table link - http://bionumbers.hms.harvard.edu/files/THE%20PARTICLE%20VOLUME%20AND%20ESTIMATED%20PARTICLE%20DIMENSIONS%20OF%20corn%20seedling%20chloroplast.pdf
106536,Mean volume of corn seedling chloroplast,Mean volume,corn seedling chloroplast,Corn Zea mays,22.5,,,Î¼m^3,2.2500000000000002e-17,,,Cell organelles,22.5,'Table link - http://bionumbers.hms.harvard.edu/files/THE%20PARTICLE%20VOLUME%20AND%20ESTIMATED%20PARTICLE%20DIMENSIONS%20OF%20corn%20seedling%20chloroplast.pdf
107148,Radius of photosystem I,Radius,photosystem I,Corn Zea mays,6.0,,,nm,6.000000000000001e-09,,,Other,6,
105973,Genome size of coronaviruses,Genome size,coronaviruses,Coronavirus spp.,,27.0,32.0,kb,,27.0,32.0,Other,,'27 to 32
117319,Rumen volume,Volume,rumen,Cow Bos Taurus,,150.0,200.0,Liters,,150.0,200.0,Other,,'150 - 200
102926,Red blood cell diameter,Diameter,red blood cell,Cow Bos Taurus,5.84,,,µm,5.84e-06,,,Cells,5.84,
103604,Area of cross section of rhodopsin in membrane area,Area,cross section of rhodopsin in membrane area,Cow Bos Taurus,1500.0,,,Å^2,1500.0,,,Cell organelles,1500,
103736,Geometric diameter of Bovine Serum Albumin,Geometric diameter,Bovine Serum Albumin,Cow Bos Taurus,3.0,,,nm,3.0000000000000004e-09,,,Other,3,
103862,Stokes radius of Casein,Stokes radius,Casein,Cow Bos Taurus,,,,nm,,,,Other,,'Î±-casein 2.9: Î²-casein 3.7
105488,Stokes radius of Bovine Serum Albumin (BSA),Stokes radius,Bovine Serum Albumin (BSA),Cow Bos Taurus,3.48,,,nm,3.4800000000000004e-09,,,Other,3.48,
106638,Volume of sperm cell,Volume,sperm cell,Cow Bos Taurus,,,,Î¼m^3,,,,Cells,,'25Î¼m^3 with glycerol: 26Î¼m^3 without glycerol
106456,Size of icosahedral virion,Size,icosahedral virion,Cowpea Chlorotic Mottle Virus (CCMV),28.0,,,nm,2.8000000000000003e-08,,,Other,28,
106457,Size of genome (3 single stranded RNA molecules),Size,genome (3 single stranded RNA molecules),Cowpea Chlorotic Mottle Virus (CCMV),7.9,,,kb,7.9,,,Small molecules & proteins,7.9,'3.1kb RNA-1: 2.7kb RNA-2: 2.1kb RNA-3 Table link - http://bionumbers.hms.harvard.edu/files/Complete%20genome%20sequences%20of%20RNA%201%2C%20RNA%202%2C%20and%20RNA%203%20of%20CCMV.pdf
106454,Diameter of icosahedral virion,Diameter,icosahedral virion,Cowpea mosaic virus (CPMV),28.0,,,nm,2.8000000000000003e-08,,,Other,28,
106455,Size of genome (2 single stranded RNA molecules),Size,genome (2 single stranded RNA molecules),Cowpea mosaic virus (CPMV),9370.0,,,Nucleotides,9370.0,,,Small molecules & proteins,9370,"'5,889 RNA-1: 3,481 RNA-2"
115629,Length of rod-shaped bacterial cells that are too large for feeding by Daphnia magna,Length,rod-shaped bacterial cells that are too large for feeding by Daphnia magna,Crustacean Daphnia magna,,,,µm,,,,Cells,,'>6
108987,Predicted mean protein length,Length,predicted mean protein,Cucumber Cucumis sativus,349.0,,,Amino acids,349.0,,,Small molecules & proteins,349,
111225,Genome size,Size,genome,Cucumber mosaic virus (CMV),,,,nts,,,,Other,,'RNA1 â¼3300nt: RNA2 â¼3000 nt: RNA3 â¼2200nt: sgRNA4 â¼1010nt
106097,Diameter of pore in carboxysome shell,Diameter,pore in carboxysome shell,Cyanobacteria,6.0,,,Å,6.0,,,Cells,6,
109899,Carboxysome diameter,Diameter,carboxysome,Cyanobacteria,,,,nm,,,,Cells,,'90 â 250
113316,Origin of microscopic cyanobacteria-like organisms and their biovolume,Origin,microscopic cyanobacteria-like organisms and their biovolume,Cyanobacteria,,3.0,500.0,,,,,Cells,,"'evolved by â¼3,500 - 3,400Mya: biovolume of â¼3.4×10^â6mm^3"
114991,Radius of Gloeobacter violaceus and Synechocystis cells,Radius,Gloeobacter violaceus and Synechocystis cells,Cyanobacteria,,,,µm,,,,Cells,,'~1
117043,Genome size of marine Î±-cyanobacteria,Genome size,marine Î±-cyanobacteria,Cyanobacteria,,,,Mb,,,,Cells,,'1.6 â 2.8
117045,Genome size of marine Î²-cyanobacteria,Genome size,marine Î²-cyanobacteria,Cyanobacteria,,,,Mb,,,,Cells,,'2.2 â 3.6
117293,Periplasmic volume in Synechococcus WH8102,Periplasmic volume in Synechococcus WH8102,,Cyanobacteria,2.0,,,litres,2.0,,,Cell organelles,2E-17,
117294,Periplasmic volume in Synechococcus WH8102,Periplasmic volume in Synechococcus WH8102,,Cyanobacteria,2.0,,,litres,2.0,,,Cell organelles,2E-17,
117297,Prochlorococcus cell diameter,Diameter,prochlorococcus cell,Cyanobacteria,0.81,,,micrometers,0.81,,,Cells,0.81,
117298,Prochlorococcus cell volume,Volume,prochlorococcus cell,Cyanobacteria,0.28,,,cubic micrometers,0.28,,,Cells,0.28,
117300,Cell volume of oceanic Synechococcus,Cell volume,oceanic Synechococcus,Cyanobacteria,0.49,,,cubic micrometers,0.49,,,Cells,0.49,
102650,Radius of carboxysome,Radius,carboxysome,Cyanobacteria Anabaena,200.0,,,nm,2.0000000000000002e-07,,,Cells,200,
110474,Apparent affinities for inorganic carbon (K1/2(Ci)) and estimations of internal pool size,Apparent affinities for inorganic carbon (K1/2(Ci)) and estimations,internal pool size,Cyanobacteria Synechococcus PCC7002,,,,,,,,DNA/RNA structures,,'Table link - http://bionumbers.hms.harvard.edu/files/apparent%20affinities%20for%20inorganic%20carbon.pdf
104843,Cell volume,Volume,cell,Cyanobacteria Synechococcus WH7803,1.8,,,µm^3,1.8e-18,,,Cells,1.8,
100529,Cell length,Length,cell,Cyanobacteria Synechococcus elongatus PCC 7942,3.1,2.0,5.0,µm,3.1e-06,2e-06,4.9999999999999996e-06,Cells,3.1,'2-5
100527,Genome size,Size,genome,Cyanobacteria Synechococcus elongatus PCC 7942,2740000.0,,,bp,2740000.0,,,Cells,2740000,
103861,Diameter of Rubisco core complex (RbcL8),Diameter,Rubisco core complex (RbcL8),Cyanobacteria Synechococcus sp. PCC6301,110.0,,,Å,110.0,,,Cells,110,
108790,Cell diameter,Diameter,cell,Cyanobacteria Synechococcus spp.,,0.6,2.1,µm,,6e-07,2.1e-06,Cells,,'0.6 to 2.1
114564,Cell diameter,Diameter,cell,Cyanobacteria Synechocystis PCC 6803,2.07,1.67,2.46,µm,2.0699999999999997e-06,1.6699999999999999e-06,2.4599999999999997e-06,Cells,2.07,'1.67 - 2.46
100530,Cell diameter,Diameter,cell,Cyanobacteria Synechocystis PCC 6803,1.0,,,µm,1e-06,,,Cells,1,
105535,Cell diameter,Diameter,cell,Cyanobacteria Synechocystis PCC 6803,1.75,,,µm,1.75e-06,,,Cells,1.75,
113874,Average cell volume,Volume,average cell,Cyanobacteria Synechocystis PCC 6803,,,,fL or µm^3,,,,Cells,,'at growth rate 0.04/hour 5fL: at growth rate 0.11/hour 11fL
101676,Diameter of individual carboxysome,Diameter,individual carboxysome,Cyanobacterium Synechococcus WH8102,123.0,114.0,137.0,nm,1.23e-07,1.14e-07,1.37e-07,Other,123,'114-137
101679,Diameter of RuBisCO,Diameter,RuBisCO,Cyanobacterium Synechococcus WH8102,11.0,,,nm,1.1000000000000001e-08,,,Other,11,
103908,Diameter of photosystem II,Diameter,photosystem II,Cyanobacterium Thermosynechococcus elongatus,,11.0,21.0,nm,,1.1000000000000001e-08,2.1000000000000003e-08,Other,,'11-21
103909,Diameter of photosystem II,Diameter,photosystem II,Cyanobacterium Thermosynechococcus elongatus,,13.0,31.0,nm,,1.3e-08,3.1e-08,Other,,'13-31
103247,Burst size of cyanomyovirus in Microcystis aeruginosa,Burst size,cyanomyovirus in Microcystis aeruginosa,Cyanophage MA-LMM01 (Microcystis aeruginosa),85.0,50.0,120.0,Virons/burst,85.0,50.0,120.0,Other,85,'50-120 table link - http://bionumbers.hms.harvard.edu/files/Nucleic%20acid%20contents%2C%20observed%20and%20predicted%20burst%20sizes%20for%20a%20range%20of%20algae%20and%20viruses.pdf
104845,Diameter of cyanomyovirus,Diameter,cyanomyovirus,Cyanophage MA-LMM01 (Microcystis aeruginosa),86.0,,,nm,8.6e-08,,,Other,86,
104842,Cyanopodovirus burst size in Synechococcus WH7803,Cyanopodovirus burst size in Synechococcus WH7803,,Cyanophage P60 (Synechococcus WH7803),81.0,,,Virions/burst,81.0,,,Other,81,'Table link - http://bionumbers.hms.harvard.edu/files/Nucleic%20acid%20contents%2C%20observed%20and%20predicted%20burst%20sizes%20for%20a%20range%20of%20algae%20and%20viruses.pdf
104841,Cyanomyovirus burst size in Synechococcus WH7803,Cyanomyovirus burst size in Synechococcus WH7803,,Cyanophage S-PM2 (Synechococcus WH7803),41.0,22.0,45.0,Virions/burst,41.0,22.0,45.0,Other,41,'22 - 45 table link - http://bionumbers.hms.harvard.edu/files/Nucleic%20acid%20contents%2C%20observed%20and%20predicted%20burst%20sizes%20for%20a%20range%20of%20algae%20and%20viruses.pdf
116824,Diameter,Diameter,,Diatoms,,,,µm,,,,Other,,'~20
110492,Genome size (largest reliable protozoan genome),Genome size (largest reliable protozoan genome),,Dinoflagellate Gonyaulax polyedra,100.0,,,pgm,100.0,,,Other,100,'Table link - http://bionumbers.hms.harvard.edu/files/Nuclear%20DNA%20content%2C%20cell%20volume%20and%20minimum%20doubling%20time%20for%20eukaryotes.pdf
111431,Average cell volume,Volume,average cell,Dinoflagellate Gyrodinium dorsum,,,,µm^3,,,,Cells,,"'~13,000"
112817,Range of genome sizes (Equivalent to Symbiodinium spp. 3×10^6kbp to Prorocentrum micans 245×10^6 kbp),Range,genome sizes (Equivalent to Symbiodinium spp. 3×10^6kbp to Prorocentrum micans 245×10^6 kbp),Dinoflagellates,,1.5,4.8,pg DNA/haploid genome,,1.5,4.8,Other,,'coral reef symbiont Symbiodinium spp. 1.5-4.8 (average â¼3): Prorocentrum micans 250
107517,Range of genome sizes of dinoflagellates,Range,genome sizes of dinoflagellates,Dinoflagellates,,,,Gb,,,,Other,,'1.5 coral symbiont Symbiodinium: to 185 Lingulodinium polyedrum
111117,Size of Ebola virus-like particle,Size,Ebola virus-like particle,Ebola virus,,1.0,600.0,nm,,1e-09,6.000000000000001e-07,Other,,"'diameter 80nm: length 600-1,400nm"
109091,Volume of erythrocyte,Volume,erythrocyte,Elephant sp.,119.7,,,Î¼m^3,1.197e-16,,,Other,119.7,
103052,Shell volume of DNA-protein complex,Shell volume,DNA-protein complex,Epstein-Barr virus,67108.0,,,Å^3,6.7108e-26,,,Small molecules & proteins,67108,
111424,Diameter of negatively stained EBV capsid,Diameter,negatively stained EBV capsid,Epstein-Barr virus,137.4,,,nm,1.3740000000000003e-07,,,Other,137.4,'±1.85
114186,Average surface area occupied by lipid molecule,Average surface area occupied by lipid molecule,,Eukaryotes,,0.4,0.5,nm^2,,4.0000000000000004e-19,5e-19,Small molecules & proteins,,'0.4 - 0.5
110413,Diameter of narrow pores formed by water channels,Diameter,narrow pores formed by water channels,Eukaryotes,,0.3,0.4,nm,,3e-10,4.0000000000000007e-10,Other,,'0.3 - 0.4
106157,Maximal size of majority of (dormant and harmless) tumors,Maximal size,majority of (dormant and harmless) tumors,Eukaryotes,,1.0,2.0,mm^3,,1e-09,2e-09,Other,,'1 to 2
112205,Step size of molecular motor,Step size,molecular motor,Eukaryotes,,4.0,32.0,nm,,4e-09,3.2e-08,Other,,'dynein 4-32nm: myosin VI 21-51nm
106124,Diameter of microfilament,Diameter,microfilament,Eukaryotes,,5.0,9.0,nm,,5e-09,9.000000000000001e-09,Other,,'5 to 9
106125,Diameter of intermediate filaments,Diameter,intermediate filaments,Eukaryotes,,8.0,10.0,nm,,8e-09,1e-08,Other,,'8 to 10
108565,Size of porosomes at the nerve terminal or in astrocytes,Size,porosomes at the nerve terminal or in astrocytes,Eukaryotes,,10.0,17.0,nm,,1e-08,1.7e-08,Other,,'10 to 17
114184,"Size of exosomes, vesicles budding off from plasma membrane and apoptotic bodies",Size,"exosomes, vesicles budding off from plasma membrane and apoptotic bodies",Eukaryotes,,40.0,150.0,nm,,4e-08,1.5000000000000002e-07,Cell organelles,,'exosome 40-150: vesicles budding off plasma membrane 100-1000: apoptotic bodies 500-2000
106072,Lysosome diameter,Diameter,lysosome,Eukaryotes,0.5,0.1,1.2,µm,5e-07,1e-07,1.2e-06,Cell organelles,0.5,'0.1 to 1.2
106729,Diameter of peroxisome,Diameter,peroxisome,Eukaryotes,,0.1,1.0,Î¼m,,1e-07,1e-06,Other,,'0.1 to 1.0
113108,Diameter of peroxisome,Diameter,peroxisome,Eukaryotes,,0.1,0.2,µm,,1e-07,2e-07,Other,,"'most peroxisomes 0.1-0.2µm: H. polymorpha, grown in the presence of methanol â¤1.5µm"
108564,Size of porosomes in exocrine and neuroendocrine cells,Size,porosomes in exocrine and neuroendocrine cells,Eukaryotes,,100.0,180.0,nm,,1.0000000000000001e-07,1.8000000000000002e-07,Cells,,'100 to 180
109234,Diameter of axon above which spontaneous action potentials begin to appear,Diameter,axon above which spontaneous action potentials begin to appear,Eukaryotes,,0.15,0.3,Î¼m,,1.5e-07,3e-07,Other,,'0.15 to 0.3
110227,Size of setae in different animals,Size,setae in different animals,Eukaryotes,,0.2,5.0,µm,,2e-07,4.9999999999999996e-06,Other,,'0.2 - 5.0
104748,Run length of cytoplasmic dynein,Run length,cytoplasmic dynein,Eukaryotes,1.0,0.5,2.0,µm,1e-06,5e-07,2e-06,Cell organelles,1,'0.5-2
107498,Size of nucleoli,Size,nucleoli,Eukaryotes,,0.5,5.0,Î¼m,,5e-07,4.9999999999999996e-06,Other,,'0.5 to 5.0
108111,Length of peptides that are product of proteasome 20S degradation,Length,peptides that are product of proteasome 20S degradation,Eukaryotes,,2.0,24.0,amino acid residues,,2.0,24.0,Small molecules & proteins,,'2 to 24
112154,Length of linker DNA between adjacent nucleosomes,Length,linker DNA between adjacent nucleosomes,Eukaryotes,,5.0,60.0,bp,,5.0,60.0,DNA/RNA structures,,'5 - 60bp: mean â33bp
106156,Length of DNA loops making chromosome territories (CT),Length,DNA loops making chromosome territories (CT),Eukaryotes,,50.0,200.0,kbp,,50.0,200.0,DNA/RNA structures,,'50 to 200
111772,Average size of replicon,Average size,replicon,Eukaryotes,,100.0,120.0,kb,,100.0,120.0,Other,,'100 - 120
103084,Length of DNA section where nucleosome occurs,Length,DNA section where nucleosome occurs,Eukaryotes,,157.0,240.0,bp,,157.0,240.0,DNA/RNA structures,,'157-240
111643,Proteome size of mitochondrion,Proteome size,mitochondrion,Eukaryotes,,400.0,786.0,proteins,,400.0,786.0,Other,,"'yeast mitochondrion (expected) 400-786: human mitochondrion ~1,000"
102978,Length of periodic dinucleotide sequences preferred by nucleosome,Length,periodic dinucleotide sequences preferred by nucleosome,Eukaryotes,10.0,,,bp,10.0,,,DNA/RNA structures,10,
102979,Canonical nucleosome length,Length,canonical nucleosome,Eukaryotes,147.0,,,bp,147.0,,,DNA/RNA structures,147,
102981,"Diameter of ""beads on a string"" chromatin structure",Diameter,"""beads on a string"" chromatin structure",Eukaryotes,11.0,,,nm,1.1000000000000001e-08,,,DNA/RNA structures,11,
102982,Diameter of chromatin fibre of packed nucleosomes,Diameter,chromatin fibre of packed nucleosomes,Eukaryotes,30.0,,,nm,3.0000000000000004e-08,,,DNA/RNA structures,30,
102987,Length of nucleosome linker,Length,nucleosome linker,Eukaryotes,10.0,,,bp,10.0,,,DNA/RNA structures,10,
104072,Diameter and Volume of the eyeball in Selected Animals,Diameter and Volume,the eyeball in Selected Animals,Eukaryotes,,,,,,,,Other,,'Table link - http://bionumbers.hms.harvard.edu/files/Diameter%20and%20Volume%20of%20the%20eyeball%20in%20Selected%20Animals.pdf
104823,Diameter of flagellum,Diameter,flagellum,Eukaryotes,200.0,,,nm,2.0000000000000002e-07,,,Other,200,
105741,Size of canonical centriole,Size,canonical centriole,Eukaryotes,,,,,,,,Other,,'Length ~0.5 Î¼m Diameter ~0.2 Î¼m
105911,Internal membrane surface area of hepatocyte,Internal membrane surface area,hepatocyte,Eukaryotes,100000.0,,,µm^2,1e-07,,,DNA/RNA structures,100000,
106128,Length of cytoplasmic dynein,Length,cytoplasmic dynein,Eukaryotes,50.0,,,nm,5.0000000000000004e-08,,,Cell organelles,50,
106161,Maximal size of molecule that can freely diffuse in cytoplasm,Maximal size,molecule that can freely diffuse in cytoplasm,Eukaryotes,500.0,,,KDa,500.0,,,Small molecules & proteins,500,
106329,Dimensions of vault organelle,Dimensions,vault organelle,Eukaryotes,,,,Å,,,,Cell organelles,,'400 × 400 × 700
106450,Median protein length of 5 eukaryotes,Median protein length,5 eukaryotes,Eukaryotes,361.0,,,Amino acids,361.0,,,Small molecules & proteins,361,'Table link - http://bionumbers.hms.harvard.edu/files/Median%20protein%20lengths%20in%20eukaryotic%2C%20bacterial%20and%20archaeal%20organisms.pdf
